ID_estudiante,Grupo,Facultad,Seccion,Seccion_area,Genero,Anio_nacimiento,Ciclo_academico,Experiencia_previa_IA,D1_01,D1_02,D1_03,D1_04,D1_05,D1_06,D2_01,D2_02,D2_03,D2_04,D2_05,D2_06,D3_01,D3_02,D3_03,D3_04,D3_05,D3_06,D3_07,D3_08,D4_01,D4_02,D4_03,D4_04,D4_05,D4_06,OBJ_D1_01,OBJ_D1_02,OBJ_D1_03,OBJ_D1_04,OBJ_D1_05,OBJ_D1_06,OBJ_D2_01,OBJ_D2_02,OBJ_D2_03,OBJ_D2_04,OBJ_D2_05,OBJ_D2_06,OBJ_D3_01,OBJ_D3_02,OBJ_D3_03,OBJ_D3_04,OBJ_D3_05,OBJ_D3_06,OBJ_D3_07,OBJ_D3_08,OBJ_D4_01,OBJ_D4_02,OBJ_D4_03,OBJ_D4_04,OBJ_D4_05,OBJ_D4_06,Tiempo,Score_conocimiento,Score_D1,Score_conocimiento_D1,Score_D2,Score_conocimiento_D2,Score_D3,Score_conocimiento_D3,Score_D4,Score_conocimiento_D4,Score_total_autopercepcion
145,Control,Arte y Humanidades,7,Social Sciences/Education,Masculino,1998,3,Básica,4,3,4,3,4,2,4,4,3,3,4,3,3,4,3,4,3,4,5,4,3,4,4,4,4,4,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,T0,12,3.33,4,3.5,2,3.75,2,3.83,4,3.62
146,Control,Educación,7,Social Sciences/Education,Masculino,2000,3,Ninguna,4,3,3,3,2,2,2,3,3,2,1,1,3,4,3,3,4,4,4,4,5,3,4,4,4,3,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,T0,15,2.83,3,2.0,2,3.62,5,3.83,5,3.12
147,Control,Ciencias Sociales,8,Social Sciences/Education,Femenino,2001,6,Básica,3,3,5,4,2,4,3,3,2,2,3,3,3,4,4,3,3,2,2,3,2,3,4,3,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,T0,8,3.5,2,2.67,1,3.0,2,3.0,3,3.04
148,Control,Ingeniería,5,Engineering/Sciences,Femenino,1999,3,Ninguna,3,3,4,4,1,5,1,4,4,5,1,4,3,3,1,4,3,2,4,4,4,5,3,5,5,3,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,T0,12,3.33,3,3.17,4,3.0,1,4.17,4,3.38
149,Control,Ciencias Sociales,8,Social Sciences/Education,Femenino,2001,9,Básica,3,4,3,4,3,4,3,4,2,3,3,4,5,5,4,5,5,5,5,5,4,4,5,3,4,5,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,T0,17,3.5,3,3.17,3,4.88,7,4.17,4,4.0
150,Control,Arte y Humanidades,7,Social Sciences/Education,Masculino,2003,3,Básica,3,2,2,2,1,2,1,1,1,1,2,1,2,3,3,2,3,2,2,3,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,T0,4,2.0,0,1.17,0,2.5,2,2.17,2,2.0
1,Experimental,Arte y Humanidades,4,Social Sciences/Education,Masculino,2002,6,Básica,4,5,5,4,3,5,5,3,5,4,3,3,5,5,5,5,5,5,5,4,5,4,5,3,5,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,T1,22,4.33,4,3.83,6,4.88,7,4.33,5,4.38
2,Experimental,Ciencias Sociales,4,Social Sciences/Education,Masculino,2002,6,Básica,4,3,4,4,3,3,2,2,3,2,2,1,5,5,5,5,5,4,5,5,2,3,3,5,4,3,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,T1,20,3.5,6,2.0,3,4.88,7,3.33,4,3.54
3,Experimental,Ciencias de la Salud,1,Engineering/Sciences,Masculino,2004,2,Básica,4,3,4,5,5,3,4,2,4,2,4,2,5,4,4,5,4,5,3,4,4,5,4,2,4,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,T1,22,4.0,5,3.0,5,4.25,6,3.67,6,3.77
4,Experimental,Ingeniería,2,Engineering/Sciences,Masculino,2004,5,Avanzada,3,4,2,2,3,4,2,3,1,2,3,2,3,2,2,3,3,1,2,2,2,2,4,2,2,3,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,T1,10,3.0,4,2.17,3,2.25,0,2.5,3,2.46
5,Experimental,Ingeniería,2,Engineering/Sciences,Masculino,2003,6,Básica,3,4,4,2,3,5,3,3,2,3,2,3,4,4,3,4,5,5,5,4,3,3,2,2,3,4,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,T1,16,3.5,4,2.67,2,4.25,8,2.83,2,3.38
6,Experimental,Ciencias de la Salud,1,Engineering/Sciences,Femenino,2001,8,Básica,3,5,5,5,5,5,3,3,3,3,2,5,4,5,4,3,5,3,5,2,2,2,2,3,2,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,T1,17,4.67,5,3.17,5,3.88,4,2.17,3,3.5
7,Experimental,Ciencias,1,Engineering/Sciences,No binario,2000,5,Básica,1,1,1,2,2,2,1,1,1,2,1,2,1,1,3,1,2,1,2,2,1,2,2,2,3,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,T1,7,1.5,2,1.33,2,1.62,3,2.0,0,1.62
8,Experimental,Educación,3,Social Sciences/Education,Masculino,2000,2,Ninguna,3,2,2,2,3,3,2,2,2,2,3,2,2,2,4,2,2,2,4,2,4,5,2,5,4,2,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,T1,11,2.5,3,2.17,2,2.5,2,3.67,4,2.69
9,Experimental,Ingeniería,2,Engineering/Sciences,Masculino,2005,4,Básica,5,3,5,5,5,5,3,5,3,3,4,1,5,5,5,5,3,1,4,5,4,4,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,T1,22,4.67,6,3.17,5,4.12,8,3.0,3,3.77
10,Experimental,Educación,3,Social Sciences/Education,Masculino,2002,6,Ninguna,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,T1,3,1.17,0,1.0,1,1.25,1,1.33,1,1.19
11,Experimental,Educación,3,Social Sciences/Education,Masculino,2002,2,Intermedia,4,4,3,4,5,4,2,2,3,3,4,3,4,5,3,4,4,5,2,4,4,3,3,3,3,5,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,T1,20,4.0,4,2.83,3,3.88,8,3.5,5,3.58
12,Experimental,Ciencias Sociales,4,Social Sciences/Education,Femenino,2005,6,Ninguna,2,2,3,3,4,3,3,1,2,3,2,2,4,4,3,3,3,5,4,3,4,4,4,2,4,5,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,T1,15,2.83,3,2.17,3,3.62,6,3.83,3,3.15
13,Experimental,Ciencias de la Salud,1,Engineering/Sciences,Femenino,2001,8,Intermedia,2,2,3,3,4,2,2,3,1,1,2,2,4,4,4,2,4,4,4,4,4,3,3,3,2,3,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,T1,18,2.67,3,1.83,3,3.75,7,3.0,5,2.88
14,Experimental,Educación,3,Social Sciences/Education,Masculino,1998,6,Básica,3,3,3,3,2,2,2,1,2,2,3,4,5,3,3,4,5,2,5,4,5,4,4,5,2,2,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,T1,17,2.67,3,2.33,3,3.88,6,3.67,5,3.19
15,Experimental,Ciencias,1,Engineering/Sciences,Masculino,2002,7,Básica,2,1,3,1,1,3,1,2,1,1,3,1,4,4,2,3,4,4,3,3,3,3,4,5,4,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,T1,11,1.83,0,1.5,2,3.38,5,3.5,4,2.62
16,Experimental,Ciencias,1,Engineering/Sciences,Femenino,2001,10,Ninguna,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,T1,5,1.67,1,1.33,0,1.25,3,1.33,1,1.38
17,Experimental,Ciencias Sociales,4,Social Sciences/Education,Femenino,2001,10,Básica,4,5,5,5,4,4,5,4,5,3,4,3,5,5,4,4,5,4,4,4,5,5,4,5,5,5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,T1,24,4.5,6,4.0,4,4.38,8,4.83,6,4.42
18,Experimental,Educación,3,Social Sciences/Education,Femenino,2002,3,Básica,5,5,5,5,5,3,4,4,4,3,3,3,5,5,3,5,5,5,5,3,5,5,5,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,T1,24,4.67,6,3.5,6,4.5,7,4.5,5,4.31
19,Experimental,Ingeniería,2,Engineering/Sciences,No binario,2005,9,Intermedia,5,4,2,5,2,2,4,3,4,4,2,3,1,1,2,2,2,2,2,2,3,3,1,5,4,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,T1,15,3.33,3,3.33,4,1.75,4,2.83,4,2.73
20,Experimental,Ciencias Sociales,4,Social Sciences/Education,Femenino,2003,6,Básica,4,4,3,3,3,3,3,2,3,1,2,1,2,5,4,3,4,3,3,3,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,T1,13,3.33,6,2.0,2,3.38,5,1.33,0,2.58
21,Experimental,Educación,3,Social Sciences/Education,Masculino,2000,6,Básica,2,1,2,2,1,5,2,1,2,2,1,5,5,5,5,5,5,3,5,5,2,2,2,2,1,2,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,T1,11,2.17,2,2.17,2,4.75,7,1.83,0,2.88
22,Experimental,Ingeniería,2,Engineering/Sciences,Femenino,2004,5,Básica,3,2,3,3,2,3,2,2,3,2,2,3,5,4,4,3,3,4,4,1,4,2,3,3,3,3,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,T1,16,2.67,3,2.33,5,3.5,5,3.0,3,2.92
23,Experimental,Ingeniería,2,Engineering/Sciences,No binario,2001,4,Ninguna,2,3,4,2,3,3,2,1,2,2,3,3,2,5,4,4,3,3,3,4,3,5,4,4,4,3,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,T1,16,2.83,2,2.17,3,3.5,6,3.83,5,3.12
24,Experimental,Ciencias,1,Engineering/Sciences,Masculino,2003,4,Básica,3,1,2,3,2,4,2,3,1,1,1,1,4,3,3,3,3,2,3,2,1,1,1,2,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,T1,10,2.5,3,1.5,1,2.88,5,1.17,1,2.08
25,Experimental,Ingeniería,2,Engineering/Sciences,Femenino,2004,4,Básica,5,5,5,5,5,4,3,3,2,3,4,5,5,5,4,5,4,5,2,5,4,4,4,3,5,3,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,T1,21,4.83,6,3.33,4,4.38,6,3.83,5,4.12
26,Experimental,Ciencias de la Salud,1,Engineering/Sciences,Femenino,1999,8,Básica,1,2,3,1,1,1,2,2,1,2,1,2,2,1,1,2,3,1,1,4,2,1,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,T1,2,1.5,0,1.67,1,1.88,0,1.5,1,1.65
27,Experimental,Ingeniería,2,Engineering/Sciences,Femenino,2002,3,Básica,3,2,4,3,3,4,2,3,3,2,4,3,4,5,4,5,5,4,5,5,5,4,2,2,4,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,T1,19,3.17,5,2.83,3,4.62,8,3.33,3,3.58
28,Experimental,Educación,3,Social Sciences/Education,Femenino,2000,5,Básica,2,3,2,5,5,3,3,2,3,3,1,1,2,1,1,3,1,1,1,2,3,2,2,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,T1,6,3.33,3,2.17,0,1.5,1,2.0,2,2.19
29,Experimental,Ciencias,1,Engineering/Sciences,Femenino,2003,6,Ninguna,3,4,2,4,3,4,2,3,4,4,3,4,4,4,3,4,5,5,4,4,5,4,4,5,4,5,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,T1,20,3.33,4,3.33,3,4.12,7,4.5,6,3.85
30,Experimental,Ingeniería,2,Engineering/Sciences,Femenino,1998,6,Intermedia,2,1,1,2,1,1,1,1,1,1,2,1,5,3,5,1,3,5,5,1,5,1,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,T1,10,1.33,2,1.17,0,3.5,7,2.17,1,2.15
31,Experimental,Educación,3,Social Sciences/Education,Masculino,2001,8,Ninguna,4,5,2,4,5,3,2,1,1,1,1,1,4,5,4,4,5,4,5,5,2,3,1,4,3,3,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,T1,14,3.83,5,1.17,1,4.5,6,2.67,2,3.15
32,Experimental,Educación,3,Social Sciences/Education,Femenino,1998,4,Ninguna,4,3,3,4,5,5,4,5,4,5,3,5,4,2,3,4,4,2,5,4,2,5,3,2,5,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,T1,20,4.0,6,4.33,5,3.5,5,3.5,4,3.81
33,Experimental,Ingeniería,2,Engineering/Sciences,No binario,1999,5,Básica,5,4,4,4,3,3,3,2,3,3,5,3,3,2,3,5,3,4,5,4,4,2,3,5,4,4,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,T1,20,3.83,6,3.17,2,3.62,6,3.67,6,3.58
34,Experimental,Ciencias de la Salud,1,Engineering/Sciences,Masculino,2000,2,Básica,2,1,1,3,4,3,3,2,3,2,1,1,2,2,3,2,1,2,2,4,3,2,4,4,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,T1,10,2.33,4,2.0,1,2.25,0,3.17,5,2.42
35,Experimental,Ciencias,1,Engineering/Sciences,Masculino,2004,2,Básica,4,2,3,3,1,4,1,1,1,1,3,3,4,2,4,4,4,4,3,2,2,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,T1,8,2.83,1,1.67,0,3.38,4,1.83,3,2.5
36,Experimental,Ingeniería,2,Engineering/Sciences,Masculino,1999,4,Básica,4,3,4,4,3,4,4,2,1,3,3,2,1,3,1,3,2,2,3,3,3,3,3,2,3,4,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,T1,15,3.67,3,2.5,3,2.25,5,3.0,4,2.81
37,Experimental,Ciencias Sociales,4,Social Sciences/Education,Femenino,2000,4,Básica,4,3,3,4,2,4,2,3,3,2,4,4,3,2,5,2,2,3,4,4,1,1,3,2,1,3,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,T1,18,3.33,6,3.0,4,3.12,6,1.83,2,2.85
38,Experimental,Ingeniería,2,Engineering/Sciences,Masculino,1998,10,Avanzada,4,2,3,4,4,2,2,2,3,2,2,5,3,4,5,5,3,5,4,5,3,5,5,5,4,4,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,T1,23,3.17,5,2.67,4,4.25,8,4.33,6,3.65
39,Experimental,Ciencias,1,Engineering/Sciences,Masculino,2005,7,Básica,1,1,2,2,1,2,2,1,2,3,2,4,3,3,4,5,4,4,3,4,1,2,1,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,T1,9,1.5,0,2.33,2,3.75,5,1.67,2,2.42
40,Experimental,Ciencias,1,Engineering/Sciences,Masculino,2003,5,Básica,4,5,4,5,5,4,3,4,4,2,3,3,3,4,3,5,3,1,4,5,3,2,5,4,5,4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,T1,22,4.5,6,3.17,3,3.5,7,3.83,6,3.73
41,Experimental,Educación,3,Social Sciences/Education,Masculino,2004,5,Avanzada,2,4,2,3,4,2,2,4,3,2,2,3,5,5,3,3,3,4,3,5,2,4,2,1,4,2,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,T1,14,2.83,3,2.67,3,3.88,5,2.5,3,3.04
42,Experimental,Arte y Humanidades,4,Social Sciences/Education,Masculino,2001,3,Ninguna,4,5,4,5,5,5,4,2,2,4,3,4,5,5,4,5,5,5,5,5,5,3,5,5,3,4,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,T1,21,4.67,6,3.17,2,4.88,7,4.17,6,4.27
43,Experimental,Ciencias Sociales,4,Social Sciences/Education,No binario,2004,4,Básica,2,3,2,3,3,3,2,1,1,1,1,1,2,1,3,3,1,2,3,2,1,1,1,1,2,2,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,T1,10,2.67,5,1.17,1,2.12,3,1.33,1,1.85
44,Experimental,Ciencias,1,Engineering/Sciences,Masculino,2004,6,Básica,2,3,2,3,3,2,3,2,2,4,2,2,4,4,4,5,5,5,2,4,4,3,5,5,3,3,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,T1,13,2.5,1,2.5,2,4.12,8,3.83,2,3.31
45,Experimental,Ciencias de la Salud,2,Engineering/Sciences,Femenino,1998,10,Básica,3,4,3,4,4,3,4,3,4,4,4,2,3,3,4,4,3,3,5,3,5,5,4,4,5,4,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,T1,21,3.5,5,3.5,5,3.5,5,4.5,6,3.73
46,Experimental,Ciencias de la Salud,2,Engineering/Sciences,Femenino,2005,4,Básica,4,3,4,4,3,4,1,1,3,1,1,2,2,2,3,3,2,2,4,1,2,2,3,2,2,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,T1,9,3.67,4,1.5,2,2.38,2,2.0,1,2.38
47,Experimental,Ciencias,1,Engineering/Sciences,Femenino,2003,3,Básica,3,2,2,4,3,3,4,2,3,2,1,4,4,4,5,3,4,4,5,3,3,4,4,3,3,4,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,T1,15,2.83,4,2.67,2,4.0,6,3.5,3,3.31
48,Experimental,Ciencias,1,Engineering/Sciences,Femenino,2002,6,Intermedia,3,1,3,1,2,2,1,1,1,1,2,1,3,3,3,1,2,2,3,2,3,5,1,3,3,2,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,T1,11,2.0,4,1.17,1,2.38,3,2.83,3,2.12
49,Experimental,Ingeniería,2,Engineering/Sciences,Masculino,2005,7,Básica,4,4,4,1,3,4,1,3,1,1,1,1,3,3,3,4,3,3,5,4,3,2,2,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,T1,13,3.33,4,1.33,0,3.5,7,2.67,2,2.77
50,Experimental,Educación,3,Social Sciences/Education,Femenino,2004,9,Ninguna,3,1,2,1,2,1,2,1,1,1,1,2,3,3,2,2,2,3,4,4,4,2,1,2,3,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,T1,7,1.67,0,1.33,2,2.88,5,2.33,0,2.12
51,Experimental,Arte y Humanidades,4,Social Sciences/Education,Femenino,1999,6,Ninguna,3,2,5,2,3,2,2,2,1,3,2,1,2,5,5,5,2,5,2,5,5,2,5,3,3,5,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,T1,16,2.83,2,1.83,1,3.88,7,3.83,6,3.15
52,Experimental,Ciencias,1,Engineering/Sciences,Femenino,2001,8,Avanzada,2,3,2,1,1,1,1,2,1,2,1,1,2,5,4,2,2,2,3,3,3,3,4,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,T1,6,1.67,1,1.33,0,2.88,3,3.0,2,2.27
53,Experimental,Educación,3,Social Sciences/Education,Femenino,2000,2,Básica,4,4,5,3,3,4,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,T1,25,3.83,6,5.0,5,4.5,8,5.0,6,4.58
54,Experimental,Arte y Humanidades,4,Social Sciences/Education,Masculino,2000,4,Básica,5,5,2,5,4,5,2,3,2,2,2,3,5,2,4,1,3,5,1,4,4,3,5,2,5,3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,T1,15,4.33,6,2.33,0,3.12,5,3.67,4,3.35
55,Experimental,Arte y Humanidades,4,Social Sciences/Education,Femenino,2003,5,Básica,3,3,1,3,3,1,1,2,2,2,2,2,1,2,3,3,3,2,1,3,2,1,2,2,2,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,T1,8,2.33,1,1.83,4,2.25,3,1.67,0,2.04
56,Experimental,Ciencias,1,Engineering/Sciences,Masculino,2005,4,Básica,5,5,3,5,5,5,2,3,2,2,2,2,5,5,4,5,5,4,5,4,1,3,3,3,2,3,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,T1,17,4.67,5,2.17,1,4.62,8,2.5,3,3.58
57,Experimental,Ciencias Sociales,4,Social Sciences/Education,Femenino,2004,8,Básica,4,3,1,3,3,3,3,2,1,4,2,3,4,4,4,3,4,4,3,2,2,2,4,2,3,2,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,T1,15,2.83,4,2.5,3,3.5,6,2.5,2,2.88
58,Experimental,Ingeniería,2,Engineering/Sciences,Femenino,1998,2,Ninguna,4,4,3,4,3,5,4,4,2,4,3,4,4,3,3,4,4,5,3,5,4,5,5,3,3,3,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,T1,17,3.83,3,3.5,5,3.88,5,3.83,4,3.77
59,Experimental,Ingeniería,2,Engineering/Sciences,Femenino,2000,7,Básica,4,3,4,4,3,3,2,1,2,3,1,2,5,5,4,4,5,5,5,5,4,4,3,5,3,5,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,T1,17,3.5,4,1.83,0,4.75,8,4.0,5,3.62
60,Experimental,Educación,3,Social Sciences/Education,Femenino,1999,9,Intermedia,1,1,1,2,1,2,2,2,1,1,2,1,4,3,1,3,3,3,3,2,1,4,1,3,3,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,T1,8,1.33,0,1.5,3,2.75,3,2.17,2,2.0
61,Experimental,Educación,3,Social Sciences/Education,Masculino,2004,4,Básica,1,2,2,4,2,1,1,2,4,1,1,1,5,3,5,4,5,4,3,1,3,4,2,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,T1,10,2.0,1,1.67,0,3.75,5,3.33,4,2.77
62,Experimental,Ciencias,1,Engineering/Sciences,Femenino,2000,4,Básica,1,1,3,2,2,1,1,1,1,2,1,1,3,2,2,4,3,2,4,3,2,1,3,2,1,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,T1,8,1.67,1,1.17,2,2.88,5,1.83,0,1.96
63,Experimental,Ingeniería,2,Engineering/Sciences,Femenino,2000,6,Básica,5,5,5,5,3,5,4,3,2,3,4,4,4,5,4,3,4,1,2,5,4,3,4,5,3,5,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,T1,20,4.67,5,3.33,5,3.5,6,4.0,4,3.85
64,Experimental,Ciencias,1,Engineering/Sciences,Masculino,2004,7,Básica,5,5,4,5,4,5,5,5,3,5,4,4,3,2,2,3,3,5,3,3,3,3,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,T1,18,4.67,6,4.33,5,3.0,4,3.33,3,3.77
65,Experimental,Ciencias de la Salud,2,Engineering/Sciences,Femenino,2004,7,Básica,2,4,4,5,5,4,5,5,5,4,5,3,4,2,4,5,3,5,2,5,5,1,5,3,2,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,T1,22,4.0,6,4.5,5,3.75,6,3.17,5,3.85
66,Experimental,Ciencias Sociales,4,Social Sciences/Education,Femenino,2000,6,Básica,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T1,4,1.33,1,1.67,2,1.25,0,1.33,1,1.38
67,Experimental,Arte y Humanidades,4,Social Sciences/Education,Femenino,2001,3,Avanzada,5,4,3,4,5,5,3,3,3,2,3,3,5,5,5,5,5,5,4,5,2,2,3,3,3,2,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,T1,16,4.33,5,2.83,1,4.88,7,2.5,3,3.73
68,Experimental,Ciencias,1,Engineering/Sciences,Femenino,2002,4,Ninguna,2,2,2,2,2,3,1,2,3,2,3,2,5,4,5,4,5,5,5,2,2,2,4,3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,T1,11,2.17,3,2.17,1,4.38,6,2.17,1,2.85
69,Experimental,Educación,3,Social Sciences/Education,Masculino,2004,2,Básica,3,5,3,3,5,2,4,2,2,3,3,2,4,2,4,4,4,4,4,3,2,2,4,4,5,3,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,T1,13,3.5,2,2.67,3,3.62,5,3.33,3,3.31
