ID_estudiante,Grupo,Facultad,Seccion,Seccion_area,Genero,Anio_nacimiento,Ciclo_academico,Experiencia_previa_IA,D1_01,D1_02,D1_03,D1_04,D1_05,D1_06,D2_01,D2_02,D2_03,D2_04,D2_05,D2_06,D3_01,D3_02,D3_03,D3_04,D3_05,D3_06,D3_07,D3_08,D4_01,D4_02,D4_03,D4_04,D4_05,D4_06,OBJ_D1_01,OBJ_D1_02,OBJ_D1_03,OBJ_D1_04,OBJ_D1_05,OBJ_D1_06,OBJ_D2_01,OBJ_D2_02,OBJ_D2_03,OBJ_D2_04,OBJ_D2_05,OBJ_D2_06,OBJ_D3_01,OBJ_D3_02,OBJ_D3_03,OBJ_D3_04,OBJ_D3_05,OBJ_D3_06,OBJ_D3_07,OBJ_D3_08,OBJ_D4_01,OBJ_D4_02,OBJ_D4_03,OBJ_D4_04,OBJ_D4_05,OBJ_D4_06,Tiempo,Score_conocimiento,Score_D1,Score_conocimiento_D1,Score_D2,Score_conocimiento_D2,Score_D3,Score_conocimiento_D3,Score_D4,Score_conocimiento_D4,Score_total_autopercepcion
69,Experimental,Educación,3,Social Sciences/Education,Masculino,2004,2,Básica,3,5,3,3,4,2,3,2,2,3,2,2,3,2,3,3,3,3,3,2,2,2,4,3,4,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0,6,3.33,3,2.33,3,2.75,0,2.83,0,2.81
70,Experimental,Ciencias de la Salud,2,Engineering/Sciences,Femenino,2002,5,Básica,2,2,2,2,3,2,2,2,2,2,2,2,4,3,4,3,3,3,2,3,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,T0,9,2.17,1,2.0,1,3.12,6,2.17,1,2.42
71,Experimental,Ciencias Sociales,4,Social Sciences/Education,Masculino,2001,3,Avanzada,2,2,2,4,3,3,2,3,1,3,2,3,5,5,4,4,4,5,3,3,2,3,2,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,T0,10,2.67,1,2.33,1,4.12,4,2.33,4,2.96
72,Experimental,Ciencias,1,Engineering/Sciences,No binario,2002,5,Intermedia,4,4,4,4,4,4,2,2,2,2,2,3,2,4,4,2,3,3,2,4,3,2,2,3,3,2,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,T0,10,4.0,5,2.17,0,3.0,3,2.5,2,2.92
73,Experimental,Educación,3,Social Sciences/Education,Masculino,2003,3,Básica,4,3,4,3,3,2,3,2,2,2,2,3,4,4,4,4,3,3,4,3,3,2,3,3,3,5,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,T0,9,3.17,2,2.33,0,3.62,5,3.17,2,3.12
74,Experimental,Ingeniería,2,Engineering/Sciences,Femenino,2002,10,Ninguna,2,2,2,2,3,1,2,3,2,2,2,1,3,2,2,2,2,3,4,3,1,1,2,1,2,3,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,T0,10,2.0,2,2.0,1,2.62,5,1.67,2,2.12
75,Experimental,Ciencias de la Salud,2,Engineering/Sciences,Femenino,2003,6,Básica,3,3,4,4,4,4,2,3,2,3,2,4,4,3,4,2,4,5,4,4,3,3,2,4,3,4,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,T0,14,3.67,3,2.67,3,3.75,5,3.17,3,3.35
76,Control,Ingeniería,5,Engineering/Sciences,Femenino,1998,3,Intermedia,1,2,1,2,2,3,2,1,1,1,1,1,3,2,2,1,3,3,1,3,2,2,1,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0,2,1.83,2,1.17,0,2.25,0,1.83,0,1.81
77,Control,Educación,7,Social Sciences/Education,Femenino,2004,5,Básica,4,3,5,1,4,4,4,5,5,1,3,3,3,3,3,3,5,1,5,3,4,5,3,3,3,3,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,T0,13,3.5,4,3.5,4,3.25,2,3.5,3,3.42
78,Control,Educación,7,Social Sciences/Education,No binario,2005,4,Intermedia,3,4,3,2,3,3,1,3,3,2,2,1,3,3,4,3,4,2,3,3,4,3,3,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,T0,7,3.0,3,2.0,0,3.12,3,2.83,1,2.77
79,Control,Ciencias,6,Engineering/Sciences,Masculino,2003,2,Intermedia,3,4,4,4,3,2,2,2,2,4,2,2,5,5,4,4,5,5,4,4,3,3,4,3,5,4,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,T0,15,3.33,3,2.33,2,4.5,5,3.67,5,3.54
80,Control,Arte y Humanidades,8,Social Sciences/Education,Femenino,2005,5,Básica,3,3,2,3,3,4,1,2,2,3,2,2,4,3,5,4,4,3,3,2,3,2,3,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,T0,4,3.0,2,2.0,0,3.5,0,2.5,2,2.81
81,Control,Educación,7,Social Sciences/Education,Femenino,2005,5,Avanzada,3,2,3,3,2,2,2,1,2,3,3,2,3,2,1,3,3,3,3,3,3,4,3,4,5,4,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,T0,12,2.5,3,2.17,1,2.62,4,3.83,4,2.77
82,Control,Arte y Humanidades,8,Social Sciences/Education,Masculino,2004,8,Intermedia,2,2,2,2,2,1,1,1,1,1,1,1,3,3,3,4,3,3,4,3,2,3,2,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,T0,7,1.83,0,1.0,1,3.25,5,2.5,1,2.23
83,Control,Ciencias de la Salud,6,Engineering/Sciences,Femenino,1999,7,Básica,3,2,4,4,3,3,3,2,2,3,2,3,3,3,3,2,3,4,3,3,2,1,2,3,1,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,T0,8,3.17,4,2.5,0,3.0,2,2.17,2,2.73
84,Control,Educación,7,Social Sciences/Education,Masculino,2001,5,Básica,3,3,2,2,3,2,1,2,1,1,2,2,4,4,3,3,4,4,4,4,3,2,3,1,2,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,T0,7,2.5,3,1.5,0,3.75,3,2.17,1,2.58
85,Control,Ingeniería,5,Engineering/Sciences,Masculino,2005,6,Ninguna,2,2,1,2,2,2,1,1,1,2,1,2,3,2,2,2,3,4,2,2,1,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,T0,8,1.83,1,1.33,1,2.5,4,1.17,2,1.77
86,Control,Ingeniería,5,Engineering/Sciences,Femenino,1999,6,Ninguna,2,1,1,2,2,3,1,1,2,1,1,1,2,3,2,3,3,3,2,3,2,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,T0,5,1.83,1,1.17,0,2.62,3,1.83,1,1.92
87,Control,Ciencias de la Salud,6,Engineering/Sciences,Masculino,2004,6,Básica,5,5,2,2,3,1,4,2,3,1,3,4,3,5,5,3,1,5,5,5,2,5,3,4,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,T0,12,3.0,2,2.83,0,4.0,6,3.5,4,3.38
88,Control,Educación,7,Social Sciences/Education,Femenino,2005,5,Intermedia,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,2,2,3,2,2,2,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,T0,7,2.17,1,2.0,2,3.0,3,2.17,1,2.38
89,Control,Ingeniería,5,Engineering/Sciences,Femenino,2004,7,Avanzada,3,3,2,4,3,3,2,2,1,2,3,2,4,4,3,3,2,4,3,4,2,1,2,2,2,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,T0,10,3.0,1,2.0,3,3.38,5,1.67,1,2.58
90,Control,Ciencias,6,Engineering/Sciences,Masculino,1998,3,Intermedia,3,4,3,4,4,3,3,3,2,2,2,2,4,5,4,4,5,5,4,3,3,2,4,2,3,3,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,T0,11,3.5,2,2.33,2,4.25,5,2.83,2,3.31
91,Control,Ciencias,6,Engineering/Sciences,Masculino,2002,6,Básica,3,5,3,5,1,4,3,3,2,4,2,4,3,5,1,2,2,3,2,3,5,4,4,1,4,2,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,T0,11,3.5,5,3.0,2,2.62,2,3.33,2,3.08
92,Control,Arte y Humanidades,8,Social Sciences/Education,Femenino,2004,3,Intermedia,3,3,2,3,3,2,2,1,2,2,1,1,3,4,3,4,4,4,2,4,3,3,2,3,3,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,T0,9,2.67,3,1.5,0,3.5,4,2.67,2,2.65
93,Control,Ciencias de la Salud,6,Engineering/Sciences,Femenino,2002,4,Básica,1,3,3,2,2,2,1,2,1,1,1,2,3,2,3,3,2,3,2,2,1,2,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,T0,2,2.17,1,1.33,0,2.5,0,1.67,1,1.96
94,Control,Ingeniería,5,Engineering/Sciences,Femenino,2002,10,Intermedia,4,4,3,4,3,5,3,3,4,4,3,3,5,5,5,5,5,5,5,4,3,4,3,3,4,3,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,T0,16,3.83,4,3.33,3,4.88,8,3.33,1,3.92
95,Control,Ingeniería,5,Engineering/Sciences,Femenino,2000,5,Intermedia,3,3,4,4,4,4,2,2,3,2,3,2,4,4,4,4,4,4,4,4,4,2,3,2,3,2,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,T0,16,3.67,4,2.33,2,4.0,7,2.67,3,3.23
96,Control,Educación,7,Social Sciences/Education,Masculino,2001,7,Básica,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,2,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,T0,7,2.17,1,2.17,2,2.12,2,2.33,2,2.19
97,Control,Ciencias Sociales,8,Social Sciences/Education,Masculino,2005,7,Intermedia,2,1,1,2,1,2,1,1,2,2,2,2,4,2,4,4,3,3,4,2,3,2,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,T0,6,1.5,0,1.67,0,3.25,4,3.0,2,2.42
98,Control,Ciencias Sociales,8,Social Sciences/Education,Femenino,2005,7,Avanzada,3,3,3,4,3,4,2,2,2,1,1,2,3,3,3,2,2,3,1,1,2,2,2,2,4,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,T0,10,3.33,3,1.67,2,2.25,4,2.17,1,2.35
99,Control,Arte y Humanidades,8,Social Sciences/Education,Masculino,2005,5,Intermedia,2,1,2,3,1,2,2,2,2,2,3,2,3,4,4,3,4,4,4,4,3,2,2,3,3,3,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,T0,11,1.83,2,2.17,1,3.75,6,2.67,2,2.69
100,Control,Arte y Humanidades,8,Social Sciences/Education,Masculino,2002,8,Ninguna,1,1,1,1,1,1,3,3,1,1,2,1,3,2,1,2,2,3,3,2,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,T0,3,1.0,0,1.83,1,2.25,1,2.33,1,1.88
101,Control,Educación,7,Social Sciences/Education,Femenino,1999,2,Ninguna,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,T0,2,1.0,0,1.0,0,2.25,2,1.0,0,1.38
102,Control,Ciencias de la Salud,6,Engineering/Sciences,Masculino,2000,4,Intermedia,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,T0,3,2.33,0,2.17,0,2.0,1,2.0,2,2.12
103,Control,Ciencias,6,Engineering/Sciences,Femenino,1999,2,Intermedia,3,2,4,3,3,4,2,1,2,2,1,2,4,4,3,3,4,3,4,3,2,2,2,2,3,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,T0,8,3.17,3,1.67,0,3.5,5,2.33,0,2.73
104,Control,Ciencias de la Salud,6,Engineering/Sciences,Masculino,1999,5,Avanzada,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,T0,4,1.0,0,1.17,1,1.5,3,1.0,0,1.19
105,Control,Ingeniería,5,Engineering/Sciences,Masculino,1998,3,Ninguna,3,4,4,4,3,3,3,3,3,2,4,3,5,4,4,4,5,3,5,4,4,3,3,3,4,4,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,T0,15,3.5,4,3.0,1,4.25,7,3.5,3,3.62
106,Control,Ciencias,6,Engineering/Sciences,Masculino,1999,5,Básica,4,4,4,4,4,5,4,4,3,5,3,3,4,4,3,4,4,3,4,3,4,5,3,3,4,3,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,T0,17,4.17,3,3.67,3,3.62,6,3.67,5,3.77
107,Control,Ciencias,6,Engineering/Sciences,Masculino,2003,7,Básica,3,4,2,3,3,3,3,2,3,3,4,2,2,2,3,3,2,3,3,3,3,2,4,4,3,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,T0,9,3.0,2,2.83,1,2.62,1,3.33,5,2.92
108,Control,Ingeniería,5,Engineering/Sciences,Masculino,2004,2,Básica,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T0,4,3.0,3,1.0,0,1.62,1,1.0,0,1.65
109,Control,Ingeniería,5,Engineering/Sciences,Femenino,2002,2,Ninguna,2,3,2,2,2,2,2,2,2,2,3,2,4,4,4,4,4,3,3,3,2,3,3,4,2,4,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,T0,12,2.17,2,2.17,1,3.62,6,3.0,3,2.81
110,Control,Ciencias Sociales,8,Social Sciences/Education,Femenino,2003,8,Ninguna,5,5,5,5,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,T0,6,4.0,4,1.0,0,1.12,2,1.17,0,1.77
111,Control,Ciencias de la Salud,6,Engineering/Sciences,Masculino,2003,6,Intermedia,3,4,4,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,T0,6,2.83,2,1.67,1,1.5,2,1.33,1,1.81
112,Control,Ciencias,6,Engineering/Sciences,Masculino,2000,3,Básica,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,T0,8,2.0,0,2.0,3,2.5,4,2.0,1,2.15
113,Control,Ciencias de la Salud,6,Engineering/Sciences,Masculino,2003,3,Ninguna,2,2,2,2,2,2,1,1,1,1,1,1,3,3,2,3,2,1,3,3,1,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,T0,7,2.0,1,1.0,0,2.5,4,2.17,2,1.96
114,Control,Educación,7,Social Sciences/Education,Masculino,2001,6,Ninguna,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,3,2,4,2,2,2,1,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,T0,6,1.5,0,1.5,1,2.25,2,1.5,3,1.73
115,Control,Ingeniería,5,Engineering/Sciences,Femenino,2004,3,Intermedia,2,2,3,3,2,1,1,1,1,1,1,1,2,1,3,3,2,3,3,3,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,T0,6,2.17,3,1.0,0,2.5,3,1.17,0,1.77
116,Control,Ingeniería,5,Engineering/Sciences,Masculino,1998,10,Básica,4,5,5,3,4,4,2,3,3,3,1,2,2,3,4,3,3,3,3,4,2,2,3,4,2,2,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,T0,14,4.17,6,2.33,2,3.12,4,2.5,2,3.04
117,Control,Educación,7,Social Sciences/Education,Masculino,2003,7,Básica,3,2,2,3,2,4,3,2,2,2,2,2,4,3,4,3,4,3,3,3,3,2,4,4,4,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,T0,8,2.67,1,2.17,2,3.38,2,3.33,3,2.92
118,Control,Ciencias Sociales,8,Social Sciences/Education,Femenino,1998,7,Ninguna,1,2,2,2,3,1,1,1,1,1,1,1,2,2,3,2,2,3,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T0,2,1.83,0,1.0,1,2.12,1,1.17,0,1.58
119,Control,Educación,7,Social Sciences/Education,Femenino,1999,6,Básica,2,3,2,2,3,2,4,3,4,3,3,3,5,5,4,5,4,5,4,4,4,4,4,3,3,4,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,T0,18,2.33,4,3.33,3,4.5,6,3.67,5,3.54
120,Control,Ciencias Sociales,8,Social Sciences/Education,Femenino,2000,3,Básica,4,3,4,4,4,4,2,2,3,2,3,3,5,5,5,5,4,5,5,4,3,4,3,4,4,3,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,T0,14,3.83,3,2.5,2,4.75,7,3.5,2,3.73
121,Control,Arte y Humanidades,8,Social Sciences/Education,Masculino,2005,3,Básica,2,2,2,3,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0,4,2.17,2,1.0,2,1.38,0,1.5,0,1.5
122,Control,Educación,7,Social Sciences/Education,Femenino,2003,6,Básica,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T0,2,1.33,0,1.0,1,1.88,1,1.33,0,1.42
123,Control,Ciencias,6,Engineering/Sciences,Masculino,1999,4,Ninguna,5,4,4,5,4,3,4,3,4,2,3,3,3,4,4,3,3,3,3,3,5,4,4,4,3,3,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,T0,14,4.17,5,3.17,2,3.25,4,3.83,3,3.58
124,Control,Ciencias,6,Engineering/Sciences,Femenino,2005,5,Básica,3,3,3,4,3,3,2,2,2,2,2,2,3,4,4,3,4,4,3,4,2,2,3,3,2,3,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,T0,9,3.17,3,2.0,1,3.62,4,2.5,1,2.88
125,Control,Arte y Humanidades,7,Social Sciences/Education,Femenino,2001,8,Ninguna,1,2,1,1,2,1,1,1,1,1,2,1,1,3,1,1,2,3,3,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,T0,2,1.33,0,1.17,0,2.0,2,1.17,0,1.46
126,Control,Ingeniería,5,Engineering/Sciences,Masculino,2004,7,Intermedia,3,4,4,3,3,4,4,3,4,4,3,3,2,1,3,2,1,4,2,3,4,3,2,1,2,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,T0,11,3.5,3,3.5,3,2.25,3,2.17,2,2.81
127,Control,Ingeniería,5,Engineering/Sciences,Femenino,2005,7,Básica,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,T0,6,2.17,3,2.0,0,2.25,2,2.0,1,2.12
128,Control,Ingeniería,5,Engineering/Sciences,Masculino,2002,7,Básica,3,2,2,3,2,4,1,1,1,1,2,2,3,3,4,3,3,3,2,2,3,4,2,1,3,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,T0,8,2.67,2,1.33,2,2.88,1,2.33,3,2.35
129,Control,Educación,7,Social Sciences/Education,Masculino,2004,7,Intermedia,4,2,4,3,4,4,3,2,2,2,3,2,3,4,3,4,4,3,3,4,3,3,4,2,3,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,T0,10,3.5,3,2.33,0,3.5,5,3.0,2,3.12
130,Control,Ciencias,6,Engineering/Sciences,Femenino,2003,4,Básica,3,3,2,2,4,3,1,1,2,2,2,1,3,3,4,3,3,4,2,2,3,2,1,4,4,2,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,T0,9,2.83,3,1.5,1,3.0,4,2.67,1,2.54
131,Control,Ciencias Sociales,8,Social Sciences/Education,Femenino,2002,4,Ninguna,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,T0,3,1.0,0,1.0,0,1.12,2,1.17,1,1.08
132,Control,Ingeniería,5,Engineering/Sciences,Masculino,2004,5,Avanzada,5,5,3,4,3,4,3,5,4,5,5,5,5,3,3,3,1,3,3,3,5,5,2,3,3,3,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,T0,16,4.0,5,4.5,5,3.0,2,3.5,4,3.69
133,Control,Ingeniería,5,Engineering/Sciences,Femenino,2004,8,Básica,3,2,4,3,2,2,1,1,1,1,1,1,3,3,4,3,3,3,2,2,2,1,1,2,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,T0,7,2.67,4,1.0,0,2.88,3,1.67,0,2.12
134,Control,Ciencias Sociales,8,Social Sciences/Education,Masculino,2005,4,Básica,2,2,2,2,2,2,1,1,1,1,1,1,2,3,2,3,2,2,2,2,2,1,2,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,T0,7,2.0,1,1.0,1,2.25,4,1.83,1,1.81
135,Control,Ciencias de la Salud,6,Engineering/Sciences,Femenino,2003,3,Básica,2,1,2,2,2,2,2,1,1,1,1,1,3,3,4,3,4,2,2,1,1,2,2,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,T0,6,1.83,1,1.17,1,2.75,3,2.17,1,2.04
136,Control,Ciencias,6,Engineering/Sciences,Femenino,1998,5,Básica,3,4,3,1,3,4,1,1,1,2,3,3,4,4,4,3,4,4,4,4,3,4,2,3,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,T0,13,3.0,2,1.83,1,3.88,6,3.0,4,3.0
137,Control,Ingeniería,5,Engineering/Sciences,Masculino,2003,6,Avanzada,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,2,3,4,3,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,T0,4,1.0,0,1.0,0,2.62,4,1.33,0,1.58
138,Control,Ciencias,6,Engineering/Sciences,Masculino,2002,4,Intermedia,2,1,1,1,1,5,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,T0,5,1.83,2,1.17,0,1.75,2,1.5,1,1.58
139,Control,Educación,7,Social Sciences/Education,Masculino,2005,1,Básica,2,2,5,2,2,5,1,5,2,1,2,1,2,5,2,5,5,5,1,1,2,2,1,1,2,2,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,T0,10,3.0,2,2.0,2,3.25,6,1.67,0,2.54
140,Control,Ciencias,6,Engineering/Sciences,Femenino,2005,5,Básica,1,1,2,1,2,2,2,2,2,2,1,1,2,3,3,3,4,3,3,4,1,2,2,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,T0,9,1.5,2,1.67,1,3.12,6,1.67,0,2.08
141,Control,Ciencias Sociales,8,Social Sciences/Education,Femenino,2002,9,Avanzada,4,4,3,3,2,3,5,4,4,4,4,5,4,5,5,5,5,4,5,4,3,4,5,4,4,5,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,T0,17,3.17,0,4.33,5,4.62,7,4.17,5,4.12
142,Control,Ciencias Sociales,8,Social Sciences/Education,Masculino,2000,1,Ninguna,3,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,T0,11,3.67,6,2.0,1,2.25,1,2.0,3,2.46
143,Control,Ingeniería,5,Engineering/Sciences,Masculino,2002,7,Intermedia,1,1,1,1,1,2,1,1,1,1,2,1,3,1,2,3,2,2,2,1,2,3,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,T0,4,1.17,1,1.17,0,2.0,1,2.33,2,1.69
144,Control,Ingeniería,5,Engineering/Sciences,Masculino,2003,6,Intermedia,3,3,3,3,2,2,1,2,1,1,2,2,2,3,5,3,2,4,2,3,1,1,1,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,T0,8,2.67,3,1.5,0,3.0,3,1.5,2,2.23
